s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
28.9672627,89633.2488492,43127.5242682,2.4767659,-0.0131172,13.87982630780181,0.9999999999999973
29.9662769,89632.4666564,43128.1457212,2.4585669,-0.0233171,13.951616636452789,1.0000000000000109
30.9652649,89631.6991707,43128.7852075,2.4311424,-0.0315877,14.023037573008418,0.9999999999999878
31.9642259,89630.9522631,43129.4485717,2.3962901,-0.0381900,14.094094675402397,0.9999999999999898
32.9631550,89630.2312230,43130.1399185,2.3549821,-0.0445148,14.164793072824265,0.9999999999999893
33.9620517,89629.5416495,43130.8626100,2.3081785,-0.0491943,14.235138081337011,1.0000000000000122
34.9609473,89628.8884079,43131.6183003,2.2595309,-0.0482070,14.305137097997736,0.9999999999999916
35.9598725,89628.2722811,43132.4045823,2.2143653,-0.0422211,14.374797315252344,1.0000000000000036
36.9588372,89627.6898320,43133.2161755,2.1763412,-0.0339064,14.444124316105693,0.9999999999999883
37.9578335,89627.1351844,43134.0470544,2.1465262,-0.0257840,14.51312233664607,0.9999999999999943
38.9568512,89626.6021091,43134.8919609,2.1243811,-0.0185502,14.581795337428982,0.9999999999999923
39.9558827,89626.0847752,43135.7466127,2.1091614,-0.0119189,14.650147384519068,0.9999999999999923
40.9549221,89625.5776504,43136.6073706,2.1003706,-0.0056797,14.718182536936196,1.0000000000000084
41.9539644,89625.0754165,43137.4709947,2.0975871,0.0001074,14.785904833649903,0.9999999999999907
42.9530054,89624.5730905,43138.3345638,2.1000892,0.0049016,14.853318276765764,0.9999999999999951
43.9520436,89624.0665432,43139.1956602,2.1066328,0.0081983,14.920426940370229,0.9999999999999929
44.9510791,89623.5529616,43140.0525767,2.1158490,0.0102519,14.987234938457162,0.9999999999999967
45.9501130,89623.0306315,43140.9041869,2.1264585,0.0109877,15.053746338808782,0.9999999999999968
46.9491479,89622.4989842,43141.7500131,2.1369493,0.0100140,15.11996523521329,1.0000000000000018
47.9481854,89621.9589003,43142.5904804,2.1459412,0.0079871,15.185895551104347,1.0000000000000127
48.9472251,89621.4121261,43143.4266133,2.1528545,0.0058528,15.251541004733044,0.9999999999999977
49.9462660,89620.8604715,43144.2595359,2.1578189,0.0040856,15.316905201593443,1.000000000000007
50.9453078,89620.3054214,43145.0902005,2.1611066,0.0024960,15.381991689226837,0.9999999999999899
51.9443500,89619.7483013,43145.9194789,2.1626316,0.0005569,15.446803969777665,1.0000000000000013
52.9433921,89619.1907200,43146.7484471,2.1618731,-0.0020754,15.511345433132059,1.0000000000000064
53.9424329,89618.6348594,43147.5785685,2.1583649,-0.0049478,15.575619370390305,0.9999999999999883
54.9414717,89618.0831100,43148.4114257,2.1523443,-0.0071049,15.639629035349362,0.9999999999999988
55.9405095,89617.5372867,43149.2481773,2.1448272,-0.0079438,15.703377717938872,0.9999999999999909
56.9395469,89616.9981213,43150.0892341,2.1366548,-0.0084167,15.76686863949759,0.9999999999999989
57.9385822,89616.4660480,43150.9347929,2.1271722,-0.0105670,15.830104783149677,0.9999999999999893
58.9376088,89615.9429352,43151.7859140,2.1139872,-0.0158288,15.893088769221777,0.9999999999999879
59.9366162,89615.4333561,43152.6451839,2.0945632,-0.0230583,15.955822926479017,0.9999999999999852
60.9355932,89614.9437185,43153.5159365,2.0675614,-0.0310013,16.018309501454407,0.9999999999999843
61.9345266,89614.4812979,43154.4013941,2.0322992,-0.0395994,16.08055055399197,0.9999999999999961
62.9333986,89614.0542812,43155.3043903,1.9880727,-0.0489549,16.142547823888734,0.9999999999999791
63.9321921,89613.6719419,43156.2271064,1.9348808,-0.0575563,16.204303043706815,0.9999999999999892
64.9309404,89613.3432626,43157.1702225,1.8763547,-0.0596359,16.26582102525783,1.0000000000000013
65.9297564,89613.0712897,43158.1312970,1.8201342,-0.0529417,16.327111369645614,0.9999999999999787
66.9285871,89612.8504910,43159.1054175,1.7665574,-0.0543458,16.388173391932707,-0.9656999859157126
67.9272764,89612.6828889,43160.0899426,1.7044394,-0.0700626,16.32921794862345,-29.505148999999975
68.9257216,89612.5845443,43161.0835327,1.6237744,-0.0915460,14.41266131532787,-29.505149
69.9236821,89612.5772829,43162.0814668,1.5136345,-0.1293637,12.199789285866188,-24.314680480563464
70.9199150,89612.6982371,43163.0703298,1.3537165,-0.1917928,10.019415666342189,-3.960830524404029
71.9144068,89613.0040913,43164.0166211,1.1545472,-0.2081255,9.618246359781295,1.0000000000000002
72.9102839,89613.4986967,43164.8809917,0.9617663,-0.1790777,9.721235367705384,0.4662506312469677
73.9075205,89614.1397599,43165.6448758,0.7718162,-0.2017537,9.768947820182039,-0.4426004380446549
74.9065628,89614.9220744,43166.2662207,0.5695323,-0.2036408,9.723578992265333,0.9999999999999941
75.9052444,89615.8134559,43166.7165582,0.3725195,-0.1910493,9.825749412790968,-12.048250898247257
76.9027880,89616.7729405,43166.9894734,0.1448049,-0.2655406,8.515165196213797,1.000000000000001
77.8993666,89617.7694429,43167.0017912,-0.1014917,-0.2286964,8.631407496679445,1.0000000000000036
78.8950301,89618.7420872,43166.7889323,-0.3346949,-0.2388059,8.746000366699153,-5.006008950094348
79.8937080,89619.6397833,43166.3513260,-0.5982200,-0.2895585,8.154369462673936,0.9999999999999991
80.8927502,89620.3756503,43165.6756151,-0.8109841,-0.1367927,8.27597884715964,0.9999999999999968
81.8895375,89621.0112805,43164.9077876,-0.9222962,-0.0861340,8.39555837200632,0.9999999999999979
82.8875429,89621.5793771,43164.0872506,-1.0025979,-0.0748904,8.513601536043266,0.9999999999999943
83.8856151,89622.0846487,43163.2265249,-1.0802861,-0.0807787,8.630037978973137,1.0000000000000022
84.8838428,89622.5190220,43162.3277600,-1.1562305,-0.0713398,8.744942017339733,0.9999999999999954
85.8828073,89622.8885926,43161.3996718,-1.1928116,-0.0019512,8.858438911558089,0.9999999999999983
86.8815875,89623.2562857,43160.4710364,-1.1716782,0.0442649,8.970479384283877,0.999999999999994
87.8804814,89623.6647108,43159.5594565,-1.1362283,0.0267151,9.081150154949926,1.0000000000000007
88.8795060,89624.0973718,43158.6589818,-1.1071163,0.0315831,9.190502565783602,1.0000000000000029
89.8780908,89624.5580157,43157.7729915,-1.0525770,0.0776936,9.298521765484482,0.9999999999999928
90.8759378,89625.0855290,43156.9259801,-0.9734840,0.0807031,9.405222005944822,1.0000000000000027
91.8746887,89625.6800357,43156.1234434,-0.9276449,0.0111623,9.510820300692474,1.0000000000000047
92.8734846,89626.2834795,43155.3275485,-0.9510048,-0.0579634,9.615263618520205,1.000000000000002
93.8718390,89626.8396256,43154.4984447,-1.0099766,-0.0601180,9.71853915676111,1.0000000000000069
94.8707096,89627.3452861,43153.6370214,-1.0464526,-0.0129461,9.82078126776041,0.9999999999999929
95.8696957,89627.8398217,43152.7690308,-1.0443107,0.0172319,9.921981496781342,0.9999999999999977
96.8687227,89628.3492464,43151.9096465,-1.0402640,-0.0091312,10.022163976694692,1.0000000000000075
97.8676014,89628.8507366,43151.0457795,-1.0591907,-0.0287598,10.121340234019238,1.0000000000000062
98.8666041,89629.3272641,43150.1677545,-1.0688551,0.0094102,10.219566208846993,0.9999999999999922
99.8653921,89629.8119195,43149.2944352,-1.0352552,0.0578925,10.316836214875243,1.0000000000000047
100.8637766,89630.3460084,43148.4509183,-0.9810653,0.0506088,10.413158914977277,0.9999999999999929
101.8627640,89630.9223783,43147.6349688,-0.9575426,-0.0034855,10.50865611823994,1.0000000000000018
102.8616605,89631.4958514,43146.8170918,-0.9698906,-0.0212343,10.603284697545933,0.9999999999999943
103.8607000,89632.0519273,43145.9871161,-0.9755318,0.0099389,10.697089581935144,1.0000000000000042
104.8596463,89632.6161637,43145.1627795,-0.9549062,0.0313569,10.790070340765803,0.9999999999999997
105.8585338,89633.2059051,43144.3565652,-0.9240835,0.0303527,10.882251289949322,1.0000000000000069
106.8575043,89633.8198672,43143.5685345,-0.9001724,0.0175202,10.973665473391158,1.0000000000000022
107.8565352,89634.4475652,43142.7913228,-0.8887716,0.0053047,11.064329884300335,0.9999999999999999
108.8555775,89635.0793805,43142.0174397,-0.8856034,0.0010378,11.154258401943332,0.9999999999999923
109.8546193,89635.7119975,43141.2442126,-0.8816571,0.0068624,11.24346761439436,1.0000000000000087
110.8536421,89636.3498885,43140.4753552,-0.8660347,0.0244169,11.331972894007464,0.9999999999999968
111.8525042,89637.0062355,43139.7224050,-0.8266127,0.0545392,11.419778183645269,0.9999999999999987
112.8508857,89637.7022627,43139.0066454,-0.7564908,0.0859545,11.506871721381676,0.9999999999999926
113.8487012,89638.4566326,43138.3535285,-0.6598662,0.1077134,11.593262166926149,0.9999999999999933
114.8461045,89639.2763591,43137.7853190,-0.5445236,0.1235855,11.678978315739013,-2.344556066512449
115.8430424,89640.1593031,43137.3223990,-0.4101047,0.1461682,11.477098118986943,-12.546814964310379
116.8389731,89641.0991331,43136.9928575,-0.2475554,0.1803937,10.331130815724473,-8.066847678641208
117.8333441,89642.0811611,43136.8366694,-0.0522898,0.2123052,9.523097442763753,-2.2147620770559304
118.8265916,89643.0729999,43136.8895503,0.1640934,0.2231299,9.289228768600255,1.0000000000000064
119.8199851,89644.0290924,43137.1592124,0.3815624,0.2145787,9.39556054663138,0.9999999999999973
120.8140938,89644.9070946,43137.6254359,0.5888839,0.2025626,9.500777625741707,0.9999999999999923
121.8087589,89645.6744992,43138.2582461,0.7845344,0.1908378,9.604900082846754,1.000000000000007
122.8040111,89646.3090516,43139.0249731,0.9676506,0.1771451,9.707966321594112,0.9999999999999966
123.7998767,89646.7995447,43139.8916708,1.1390281,0.1670859,9.810012303390032,0.9999999999999971
124.7960770,89647.1398017,43140.8279614,1.3024695,0.1610613,9.911041411888117,0.9999999999999943
125.7925148,89647.3261305,43141.8068229,1.4568305,0.1487247,10.011074739341039,1.000000000000003
126.7894752,89647.3658672,43142.8029911,1.5966691,0.1318177,10.110170042371674,0.9999999999999991
127.7869316,89647.2746465,43143.7962675,1.7211929,0.1178932,10.208352023640439,1.0000000000000004
128.7847030,89647.0674386,43144.7722863,1.8342071,0.1086569,10.305629232792102,1.0000000000000018
129.7826622,89646.7557712,43145.7203296,1.9376617,0.0986743,10.402014823389834,1.000000000000002
130.7808405,89646.3523096,43146.6333348,2.0283256,0.0829819,10.497536321681954,1.0000000000000044
131.7793096,89645.8745430,43147.5100786,2.1015932,0.0637861,10.592223897576957,0.9999999999999962
132.7780325,89645.3418022,43148.3548477,2.1560328,0.0452410,10.6860962497036,0.9999999999999932
133.7769223,89644.7713503,43149.1748266,2.1929719,0.0287240,10.779166600065539,0.9999999999999976
134.7759084,89644.1775511,43149.9781794,2.2143599,0.0140975,10.871449065103722,1.000000000000005
135.7749403,89643.5724694,43150.7731265,2.2226861,0.0025717,10.962958934221149,0.9999999999999992
136.7739826,89642.9653410,43151.5665246,2.2219029,-0.0041395,11.053712187103443,1.000000000000006
137.7730222,89642.3615005,43152.3624246,2.2163711,-0.0069347,11.143726143101068,0.9999999999999994
138.7720596,89641.7631899,43153.1624871,2.2089723,-0.0078771,11.233018606041545,0.9999999999999951
139.7710961,89641.1711943,43153.9672326,2.2009602,-0.0081625,11.321606784626663,0.9999999999999979
140.7701325,89640.5857810,43154.7767786,2.1927612,-0.0082513,11.409507119715608,0.9999999999999915
141.7691687,89640.0070608,43155.5911228,2.1844809,-0.0083252,11.496735420636128,1.000000000000001
142.7682049,89639.4351337,43156.4102520,2.1760946,-0.0084636,11.583306853275497,1.0000000000000049
143.7672408,89638.8701532,43157.2341876,2.1675354,-0.0086714,11.66923603180938,1.0000000000000073
144.7662765,89638.3123317,43158.0629864,2.1587813,-0.0088537,11.754537035242885,0.9999999999999972
145.7653119,89637.7618630,43158.8966865,2.1500815,-0.0085627,11.839223438586128,1.0000000000000056
146.7643480,89637.2185457,43159.7350656,2.1428787,-0.0058567,11.9233084294394,1.0000000000000033
147.7633880,89636.6801410,43160.5766126,2.1426151,0.0053290,12.006804902062214,1.0000000000000007
148.7624244,89636.1372657,43161.4152783,2.1615044,0.0324900,12.089724429257625,0.9999999999999934
149.7613356,89635.5675322,43162.2357826,2.2046814,0.0539621,12.172068811718956,1.0000000000000016
150.7600960,89634.9545154,43163.0242829,2.2503400,0.0374529,12.253847556615927,1.000000000000009
151.7590544,89634.3123091,43163.7894555,2.2693107,0.0005356,12.335100198034828,0.9999999999999891
152.7580916,89633.6696429,43164.5543446,2.2554151,-0.0283560,12.41582744517475,0.9999999999999895
153.7570405,89633.0489539,43165.3370604,2.2246519,-0.0332326,12.496026124404063,0.9999999999999987
154.7559940,89632.4545838,43166.1399503,2.1960598,-0.0240104,12.575713729797553,0.9999999999999928
155.7549984,89631.8796114,43166.9569061,2.1764165,-0.0153163,12.654903589627617,1.0000000000000018
156.7540257,89631.3171935,43167.7825825,2.1770106,0.0165058,12.733602763093307,0.9999999999999906
157.7530219,89630.7412556,43168.5988477,2.2138782,0.0573196,12.811816095384348,1.0000000000000056
158.7517295,89630.1197321,43169.3805929,2.2739125,0.0628855,12.889532458961401,0.9999999999999947
159.7504757,89629.4503428,43170.1218160,2.3255117,0.0404367,12.966785999515023,1.0000000000000093
160.7494235,89628.7514283,43170.8355494,2.3573944,0.0234026,13.043597467524837,1.000000000000009
161.7484336,89628.0359755,43171.5327930,2.3761484,0.0141436,13.119963996210753,1.0000000000000109
162.7474639,89627.3107280,43172.2198720,2.3882998,0.0101830,13.195890110560844,0.9999999999999951
163.7464994,89626.5785246,43172.8995410,2.3916361,-0.0035039,13.271382243312233,0.9999999999999893
164.7455386,89625.8487020,43173.5817714,2.3818921,-0.0160034,13.34644765737848,1.0000000000000109
165.7445568,89625.1298948,43174.2755679,2.3693701,-0.0090645,13.421091665039755,0.9999999999999968
166.7435955,89624.4173852,43174.9758595,2.3610005,-0.0076910,13.495324331500115,0.9999999999999905
167.7426333,89623.7102779,43175.6816045,2.3461161,-0.0221073,13.56915084393597,0.9999999999999991
168.7416303,89623.0189569,43176.4027635,2.3110162,-0.0481694,13.642574854030023,-0.5847673011631814
169.7404742,89622.3632235,43177.1562240,2.2404872,-0.0930915,13.599693607374864,-29.505149000000007
170.7388144,89621.7805565,43177.9668919,2.1178169,-0.1527605,11.226723025893968,-18.52138154845401
171.7361725,89621.3281848,43178.8557580,1.9339165,-0.2161059,9.438983609609116,-5.152407973061516
172.7324166,89621.0765471,43179.8196982,1.7044679,-0.2442502,8.878530274405295,1.0000000000000033
173.7287782,89621.0645859,43180.8159880,1.4775663,-0.2109820,8.990051336419675,0.9999999999999986
174.7263519,89621.2611470,43181.7940049,1.2769641,-0.1913525,9.100339030351156,1.0000000000000004
175.7244589,89621.6399475,43182.7174375,1.0961529,-0.1709860,9.20936395574846,0.9999999999999952
176.7229874,89622.1703305,43183.5634594,0.9437992,-0.1342005,9.31715844483202,1.0000000000000047
177.7218294,89622.8092059,43184.3312638,0.8320380,-0.0896102,9.423753260700844,1.0000000000000038
178.7208157,89623.5142620,43185.0389852,0.7464504,-0.0817494,9.529170907020012,1.0000000000000042
179.7198288,89624.2747223,43185.6868489,0.6428215,-0.1257211,9.633437830958997,1.0000000000000073
180.7187961,89625.1103085,43186.2343261,0.5213526,-0.1174657,9.736583536259106,1.0000000000000016
181.7177320,89626.0042156,43186.6801994,0.4083968,-0.1087024,9.838644760803138,0.9999999999999971
182.7164880,89626.9410066,43187.0265176,0.2823407,-0.1437147,9.939639976137748,1.000000000000007
183.7151713,89627.9176303,43187.2352624,0.1427458,-0.1358256,10.039612012639944,0.9999999999999987
184.7139069,89628.9135641,43187.3100200,0.0181960,-0.1135918,10.138603483637622,0.999999999999992
185.7126835,89629.9115995,43187.2715486,-0.0866027,-0.0962500,10.236641725195142,0.9999999999999972
186.7116367,89630.9015080,43187.1374270,-0.1621871,-0.0550958,10.333766987701212,0.9999999999999916
187.7105585,89631.8825089,43186.9490600,-0.2231746,-0.0670411,10.429984845925336,0.9999999999999971
188.7090052,89632.8482499,43186.6956038,-0.3227173,-0.1323619,10.525278010472654,1.0000000000000033
189.7071516,89633.7719010,43186.3172325,-0.4606247,-0.1438615,10.619687846497019,1.0000000000000089
190.7057402,89634.6322650,43185.8103273,-0.5794786,-0.0942124,10.713307008534539,0.9999999999999984
191.7046848,89635.4414839,43185.2246182,-0.6473754,-0.0417546,10.80614807983198,1.0000000000000053
192.7037189,89636.2256450,43184.6056185,-0.6731938,-0.0099359,10.898206487756598,0.9999999999999944
193.7027508,89637.0036214,43183.9788670,-0.6693331,0.0176662,10.98949354766895,0.9999999999999956
194.7017026,89637.7924740,43183.3659915,-0.6375358,0.0460017,11.080021305876127,1.0000000000000016
195.7004808,89638.6085034,43182.7900977,-0.5766517,0.0759311,11.169799832410401,1.0000000000000053
196.6989501,89639.4655493,43182.2778346,-0.4852665,0.1071287,11.258835069035477,1.0000000000000047
197.6971137,89640.3721019,43181.8601113,-0.3682332,0.1273610,11.347144755881207,0.9999999999999921
198.6950804,89641.3241083,43181.5607432,-0.2366659,0.1363069,11.434755240991597,0.9999999999999954
199.6928831,89642.3077544,43181.3932594,-0.0982356,0.1411521,11.521685339701591,0.9999999999999909
200.6906078,89643.3050931,43181.3655117,0.0416667,0.1392580,11.607957714737164,0.9999999999999961
201.6884867,89644.2968157,43181.4761850,0.1747014,0.1273800,11.693606804691486,0.9999999999999957
202.6865105,89645.2666463,43181.7117271,0.2962831,0.1162643,11.778645408996749,1.0000000000000029
203.6846985,89646.2028364,43182.0580327,0.4053170,0.1021865,11.86308829351758,1.0000000000000009
204.6831988,89647.0991712,43182.4980174,0.4954206,0.0783004,11.946960459474813,0.9999999999999982
205.6819914,89647.9586496,43183.0068235,0.5599984,0.0510252,12.030272213463732,0.9999999999999991
206.6809615,89648.7912380,43183.5588540,0.5981005,0.0252649,12.113025616498794,1.0000000000000064
207.6800006,89649.6096863,43184.1317604,0.6113854,0.0013323,12.1952231642466,0.9999999999999971
208.6790172,89650.4273528,43184.7057426,0.6006376,-0.0228516,12.276868539239159,0.9999999999999993
209.6779149,89651.2578091,43185.2608453,0.5660353,-0.0464347,12.357964904809773,0.9999999999999898
210.6766368,89652.1129580,43185.7767579,0.5103388,-0.0651019,12.438518416877258,0.9999999999999946
211.6752175,89652.9996928,43186.2359581,0.4397545,-0.0762665,12.518542320167462,0.9999999999999936
212.6736912,89653.9186952,43186.6263223,0.3590802,-0.0853393,12.598049416949777,0.9999999999999957
213.6719455,89654.8673744,43186.9369982,0.2648531,-0.1034911,12.677040577514349,-9.809922082756147
214.6695697,89655.8424117,43187.1480819,0.1452116,-0.1364222,11.879988479115086,-10.215857228990563
215.6662733,89656.8361496,43187.2249138,-0.0023087,-0.1594259,10.989529653369358,0.9999999999999981
216.6632404,89657.8297864,43187.1434937,-0.1518423,-0.1404750,11.079877983379626,1.0000000000000044
217.6610465,89658.8031347,43186.9239255,-0.2842649,-0.1252066,11.169570646231636,-8.20704215684127
218.6577712,89659.7405429,43186.5852135,-0.4349919,-0.1776200,10.411483400582648,-10.626924796726032
219.6515934,89660.6012616,43186.0883775,-0.6332594,-0.2206074,9.342185916034865,0.9999999999999954
220.6465532,89661.3340719,43185.4153738,-0.8364061,-0.1877980,9.448087489100516,1.0000000000000016
221.6425641,89661.9296555,43184.6170519,-1.0144359,-0.1699399,9.552925152500075,0.9999999999999966
222.6382606,89662.3821273,43183.7301016,-1.1895191,-0.1818439,9.656592153229846,-0.37314872493966617
223.6330952,89662.6673140,43182.7770200,-1.3834043,-0.2081330,9.61807306314509,-2.202954134560708
224.6262554,89662.7505056,43181.7873502,-1.5955471,-0.2184669,9.387840900404116,1.0000000000000049
225.6205779,89662.6184169,43180.8018403,-1.7916027,-0.1757183,9.493166053782485,1.0000000000000049
226.6172790,89662.3161055,43179.8520925,-1.9489398,-0.1404210,9.597583232672799,0.9999999999999998
227.6139543,89661.8842721,43178.9538267,-2.0922928,-0.1473153,9.700873898100287,0.9999999999999948
228.6101055,89661.3259955,43178.1288149,-2.2389380,-0.1469394,9.803022840221393,0.9999999999999992
229.6068743,89660.6529089,43177.3936260,-2.3756520,-0.1273875,9.904180665549635,1.0000000000000009
230.6042582,89659.8916459,43176.7492246,-2.4956420,-0.1132795,10.004377158575283,1.000000000000005
231.6018274,89659.0624250,43176.1946645,-2.6058189,-0.1076204,10.10359839995135,1.0000000000000047
232.5995067,89658.1784554,43175.7321046,-2.7085036,-0.0982043,10.201865474337717,1.0000000000000064
233.5975343,89657.2531482,43175.3581180,-2.7974561,-0.0800527,10.299228838028089,0.9999999999999968
234.5959839,89656.3005373,43175.0590627,-2.8637821,-0.0528166,10.39572093957787,1.0000000000000024
235.5948604,89655.3330712,43174.8105402,-2.8981035,-0.0159234,10.491366292279993,0.9999999999999966
236.5939004,89654.3616154,43174.5773997,-2.8960336,0.0200677,10.586162979154599,1.0000000000000018
237.5927872,89653.3951764,43174.3248713,-2.8669959,0.0380712,10.680103946856637,1.0000000000000056
238.5916249,89652.4390840,43174.0357969,-2.8295564,0.0368906,10.773221229080434,1.0000000000000062
239.5905294,89651.4942270,43173.7116741,-2.7946491,0.0330028,10.865546686230955,0.9999999999999989
240.5894392,89650.5605619,43173.3565823,-2.7572703,0.0418443,10.95709470194675,0.9999999999999907
241.5881668,89649.6427162,43172.9628614,-2.7024562,0.0679538,11.047867647858347,1.0000000000000027
242.5863366,89648.7541717,43172.5080739,-2.6167629,0.1038057,11.137850744811772,1.0000000000000022
243.5835776,89647.9181841,43171.9643698,-2.4985169,0.1333357,11.227029928560457,-0.5088942494602016
244.5801308,89647.1621502,43171.3151156,-2.3553544,0.1539913,11.181767330546517,-11.845752567185608
245.5760134,89646.5146423,43170.5584679,-2.1843036,0.1898089,10.071641478755778,-10.788047092882506
246.5698632,89646.0216866,43169.6954893,-1.9704810,0.2406892,8.943968112966905,-0.6954597947491789
247.5612607,89645.7476326,43168.7427231,-1.7292694,0.2449110,8.866544500839117,1.0000000000000058
248.5543228,89645.7108267,43167.7503433,-1.5057984,0.2051320,8.977846935243821,0.9999999999999933
249.5494778,89645.8761010,43166.7690086,-1.3154613,0.1777014,9.088016588117007,0.9999999999999964
250.5453391,89646.2117311,43165.8314094,-1.1508147,0.1529341,9.196943416228715,1.0000000000000075
251.5421911,89646.6862601,43164.9547475,-1.0189682,0.1116094,9.304701615312652,1.0000000000000078
252.5402433,89647.2559297,43164.1352447,-0.9266202,0.0735396,9.41135360342124,1.0000000000000047
253.5388639,89647.8845340,43163.3592939,-0.8597937,0.0603368,9.516870165961041,1.000000000000001
254.5375358,89648.5587590,43162.6225671,-0.7953632,0.0687115,9.621234937397977,1.000000000000006
255.5360188,89649.2817706,43161.9339290,-0.7189218,0.0844134,9.72446027426098,0.9999999999999984
256.5342310,89650.0599707,43161.3087634,-0.6288256,0.0960955,9.826573759565774,0.999999999999999
257.5322702,89650.8943206,43160.7610931,-0.5298701,0.1021959,9.927619579794055,0.9999999999999958
258.5302290,89651.7800241,43160.3012551,-0.4267725,0.1044137,10.027639205245684,0.9999999999999991
259.5281775,89652.7087425,43159.9360384,-0.3235090,0.1025289,10.126669982091505,0.9999999999999986
260.5262035,89653.6699828,43159.6675741,-0.2226284,0.0996325,10.22474924017287,1.0000000000000062
261.5242970,89654.6531929,43159.4958519,-0.1235899,0.0988284,10.321903119307173,0.9999999999999944
262.5224044,89655.6485488,43159.4217907,-0.0242911,0.1001492,10.41815237225514,1.000000000000002
263.5204917,89656.6463067,43159.4474275,0.0790252,0.1068930,10.51351859584928,1.0000000000000062
264.5184325,89657.6355175,43159.5791390,0.1973186,0.1302437,10.608013713755321,0.999999999999991
265.5157806,89658.5987508,43159.8377601,0.3422562,0.1604401,10.701619091628395,1.000000000000002
266.5124120,89659.5078417,43160.2462057,0.4966023,0.1490732,10.79434638629044,1.000000000000008
267.5097578,89660.3470300,43160.7851508,0.6301490,0.1187558,10.886349511502585,0.9999999999999967
268.5077913,89661.1171599,43161.4199505,0.7595283,0.1406911,10.977644216368033,-0.04273405044689591
269.5051413,89661.7904418,43162.1557484,0.9094482,0.1598844,10.973761020217548,0.9999999999999988
270.5022691,89662.3382403,43162.9889234,1.0405700,0.1029394,11.064252638851643,1.0000000000000013
271.5007479,89662.7983466,43163.8750736,1.1140126,0.0442877,11.154131258267208,0.9999999999999979
272.4997055,89663.2190220,43164.7811357,1.1435038,0.0147764,11.243333996698748,0.999999999999995
273.4987399,89663.6263084,43165.6933788,1.1491843,-0.0034033,11.331841338194181,0.999999999999994
274.4977795,89664.0366963,43166.6042366,1.1330096,-0.0289792,11.419663189076719,0.9999999999999993
275.4967457,89664.4732461,43167.5027675,1.0867384,-0.0636726,11.506808410214889,1.0000000000000095
276.4954672,89664.9658997,43168.3715235,0.9882624,-0.1336483,11.593277479291677,-28.8225486722391
