s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
47.7737535,89623.9384210,43144.2880638,1.8092331,0.0891532, 17.8007346, 3.8146899
48.7283365,89623.6734760,43145.2051422,1.9376166,0.1871435, 18.0135574, 3.7789613
49.6429459,89623.2705976,43146.0262386,2.0875100,0.1348805, 18.2219362, 3.7435674
50.5410349,89622.7796290,43146.7782451,2.1540488,0.0107258, 18.4260400, -12.0496172
51.4466272,89622.2772469,43147.5317102,2.1473391,-0.0246494, 17.7607070, -11.9050608
52.3818196,89621.7762287,43148.3213719,2.1251855,-0.0221790, 17.0779190, -10.9617331
53.3730680,89621.2631799,43149.1695195,2.1225302,0.0145508, 16.4241521, -10.9608532
54.4335591,89620.7008094,43150.0686194,2.1513094,0.0384939, 15.7433157, -11.0731913
55.5541191,89620.0672392,43150.9928724,2.1955270,0.0413312, 15.0242052, -11.3501059
56.7061061,89619.3720111,43151.9114212,2.2336673,0.0262607, 14.2494980, -10.3102948
57.8472262,89618.6562615,43152.8001605,2.2470135,-0.0032774, 13.5073048, -9.1629093
58.9333312,89617.9781110,43153.6485331,2.2244910,-0.0411225, 12.8116726, -8.2971093
59.9377793,89617.3852401,43154.4593475,2.1688049,-0.0718806, 12.1474513, -7.5860738
60.8658436,89616.8907659,43155.2447128,2.1005920,-0.0727194, 11.5066461, -6.9636016
61.7490307,89616.4704073,43156.0214483,2.0487394,-0.0413499, 10.8852650, -6.4154791
62.6248842,89616.0818224,43156.8063822,2.0268047,-0.0082127, 10.2796051, -5.4737947
63.5198097,89615.6906183,43157.6112741,2.0230897,-0.0002575, 9.7330950, -4.5187266
64.4396764,89615.2887048,43158.4386919,2.0130926,-0.0213187, 9.2576623, -3.9002874
65.3667415,89614.9001405,43159.2803970,1.9730171,-0.0673306, 8.8267310, -3.7078705
66.2658989,89614.5741442,43160.1183770,1.8829962,-0.1407494, 8.3965777, -4.5420110
67.1016191,89614.3682590,43160.9283397,1.7255729,-0.2483799, 7.8375483, -3.2705711
67.8597991,89614.3296292,43161.6855350,1.4921595,-0.3694864, 7.4089314, -0.2549199
68.5615373,89614.4819043,43162.3705523,1.2065713,-0.4222498, 7.3744770, -0.2549199
69.2506909,89614.8197694,43162.9712019,0.9289684,-0.3660723, 7.3398609, 0.0962443
69.9578184,89615.3109886,43163.4798599,0.7019951,-0.2790959, 7.3529493, -1.7106526
70.6804280,89615.9060259,43163.8898540,0.5221849,-0.2272951, 7.1167284, -0.2352087
71.3943602,89616.5519387,43164.1939853,0.3644501,-0.2224321, 7.0836329, -0.2352087
72.0742501,89617.2043943,43164.3851712,0.2028855,-0.2592096, 7.0503820, 3.8747872
72.7082340,89617.8342079,43164.4577684,0.0190810,-0.3206539, 7.5795821, 4.2681960
73.3050766,89618.4290169,43164.4085411,-0.1885854,-0.3602342, 8.1227034, 0.0643603
73.8936655,89618.9919932,43164.2368012,-0.3968478,-0.3249811, 8.1306154, 0.6607222
74.5136998,89619.5383446,43163.9436413,-0.5716397,-0.2299212, 8.2114000, 4.7596003
75.2022186,89620.0894030,43163.5308547,-0.6968884,-0.1379957, 8.7713857, 4.9393568
75.9844729,89620.6647510,43163.0008581,-0.7798651,-0.0801138, 9.3170002, 4.7498031
76.8700222,89621.2745664,43162.3587344,-0.8362817,-0.0511381, 9.8131051, 2.1921135
77.8509916,89621.9153870,43161.6160031,-0.8788211,-0.0378330, 10.0337967, 2.0782995
78.9028161,89622.5713701,43160.7937981,-0.9142839,-0.0311227, 10.2386380, 2.6569595
79.9892467,89623.2203075,43159.9224706,-0.9451104,-0.0267220, 10.4946918, 3.7323425
81.0714055,89623.8412785,43159.0362072,-0.9717637,-0.0231902, 10.8441743, 4.6302586
82.1181746,89624.4205990,43158.1643624,-0.9944158,-0.0202939, 11.2626727, 4.7054010
83.1139782,89624.9544062,43157.3237230,-1.0134114,-0.0176886, 11.6726011, 4.6613299
84.0608143,89625.4481568,43156.5158190,-1.0286114,-0.0140010, 12.0649649, 4.6176717
84.9740127,89625.9141800,43155.7304823,-1.0386829,-0.0076492, 12.4414592, 4.5744223
85.8742754,89626.3682211,43154.9531023,-1.0418692,0.0006764, 12.8035160, 4.5315780
86.7801397,89626.8255650,43154.1711646,-1.0380733,0.0075589, 13.1523583, 4.4891350
87.7039146,89627.2974543,43153.3770106,-1.0299769,0.0098654, 13.4890411, 4.4470895
88.6512205,89627.7888595,43152.5671282,-1.0217570,0.0075465, 13.8144823, 4.4054379
89.6220407,89628.2984563,43151.7408093,-1.0164439,0.0035152, 14.1294864, 4.3641763
90.6113109,89628.8206355,43150.9005805,-1.0141258,0.0012267, 14.4347639, 4.3233012
91.6087943,89629.3481820,43150.0540181,-1.0124189,0.0022204, 14.7309457, 4.2828089
92.5996720,89629.8740900,43149.2142209,-1.0086493,0.0055010, 15.0185953, 4.2426959
93.5675698,89630.3922135,43148.3966794,-1.0018379,0.0087627, 15.2982188, 4.2029586
94.5001479,89630.8979717,43147.6131549,-0.9929773,0.0103247, 15.5702727, -0.5407448
95.3950661,89631.3903778,43146.8658833,-0.9834582,0.0108405, 15.5355378, -10.1877626
96.2630647,89631.8748759,43146.1456867,-0.9729296,0.0131616, 14.8659630, -9.6988127
97.1258684,89632.3645969,43145.4353322,-0.9588726,0.0188958, 14.1992162, -9.6179782
98.0091150,89632.8778484,43144.7165155,-0.9388444,0.0257049, 13.5055597, -9.6152024
98.9331806,89633.4321419,43143.9771536,-0.9127113,0.0303921, 12.7745094, -9.7184720
99.9058817,89634.0377961,43143.2160160,-0.8820474,0.0327792, 11.9904002, -8.4824875
100.9200440,89634.6947689,43142.4434153,-0.8478752,0.0351729, 11.2614792, -6.5823720
101.9566416,89635.3943131,43141.6784497,-0.8092948,0.0400863, 10.6615540, -5.2917895
102.9916504,89636.1238879,43140.9443081,-0.7637886,0.0488979, 10.1535833, -4.8693173
104.0031314,89636.8718682,43140.2634121,-0.7086149,0.0614461, 9.6626039, -4.5466682
104.9753294,89637.6293250,43139.6539631,-0.6422024,0.0765374, 9.1804823, -4.0350966
105.8987192,89638.3888165,43139.1287761,-0.5642319,0.0937924, 8.7303359, -3.9667956
106.7680033,89639.1427969,43138.6961465,-0.4737251,0.1158469, 8.2639425, -4.1610638
107.5829364,89639.8857786,43138.3613418,-0.3669270,0.1458030, 7.7445826, -4.0057358
108.3572217,89640.6237411,43138.1269721,-0.2413613,0.1721866, 7.2093505, -1.2406707
109.1256268,89641.3804500,43137.9934134,-0.1043311,0.1783993, 7.0353224, -0.2298585
109.9145042,89642.1688222,43137.9651846,0.0390923,0.1870594, 7.0026054, -0.2298585
110.7151314,89642.9643545,43138.0553634,0.2009891,0.2238788, 6.9697349, 1.8594693
111.5023104,89643.7185259,43138.2809212,0.4010400,0.2908405, 7.2313618, 1.6835554
112.2617351,89644.3792530,43138.6553082,0.6490345,0.3617662, 7.4603278, 0.6420706
112.9999245,89644.9007015,43139.1778166,0.9319080,0.3943431, 7.5458205, 1.5318376
113.7378340,89645.2501523,43139.8277355,1.2153793,0.3624604, 7.7459769, 2.2546061
114.4987900,89645.4174765,43140.5700674,1.4635708,0.2873820, 8.0315046, 1.3938486
115.2953753,89645.4157987,43141.3666509,1.6634190,0.2168159, 8.2030545, 0.5334280
116.1302867,89645.2671682,43142.1882262,1.8254679,0.1719821, 8.2677652, 2.1480798
117.0105480,89644.9848730,43143.0219944,1.9554151,0.1246726, 8.5233797, 3.4222173
117.9434578,89644.5879410,43143.8662489,2.0436792,0.0684604, 8.9154867, 3.1705143
118.9190091,89644.1161188,43144.7201132,2.0889419,0.0267881, 9.2639560, 2.0476421
119.9141662,89643.6119933,43145.5781313,2.1055769,0.0072143, 9.4822074, 2.9692101
120.9034424,89643.1047543,43146.4274699,2.1095174,0.0007299, 9.7900464, 4.6359598
121.8647038,89642.6112922,43147.2524054,2.1086513,-0.0026749, 10.2522232, 4.8073059
122.7822655,89642.1422434,43148.0410199,2.1056770,-0.0038952, 10.7104396, 4.7622804
123.6493102,89641.7016112,43148.7877526,2.1030465,-0.0020552, 11.1458058, 4.7176766
124.4701087,89641.2857080,43149.4953787,2.1029954,0.0021253, 11.5609401, 4.6734906
125.2604551,89640.8840691,43150.1760648,2.1061062,0.0057091, 11.9579846, 4.6297185
126.0446879,89640.4825052,43150.8496875,2.1106362,0.0056511, 12.3387194, 4.5863563
126.8494543,89640.0673277,43151.5390906,2.1140147,0.0027451, 12.7046430, 4.5434002
127.6965297,89639.6286790,43152.2637450,2.1155037,0.0008529, 13.0570319, 4.5008465
128.5978906,89639.1613443,43153.0344913,2.1168669,0.0020936, 13.3969842, 4.4586913
129.5550728,89638.6634762,43153.8520028,2.1203455,0.0050331, 13.7254529, 4.4169310
130.5624311,89638.1352624,43154.7097679,2.1261908,0.0065503, 14.0432720, 4.3755618
131.6116993,89637.5790674,43155.5994931,2.1318907,0.0044335, 14.3511763, 4.3345800
132.6946880,89637.0006638,43156.5150878,2.1336422,-0.0010368, 14.6498173, 4.2939821
133.8028062,89636.4099035,43157.4525995,2.1289422,-0.0073764, 14.9397763, 4.2537645
134.9249109,89635.8195157,43158.4068328,2.1183504,-0.0116015, 15.2215743, 4.2139235
136.0462898,89635.2419696,43159.3680462,2.1053757,-0.0117103, 15.4956810, 4.1744556
137.1505619,89634.6856170,43160.3219271,2.0948960,-0.0072923, 15.7625211, 4.1353575
138.2239632,89634.1521969,43161.2534062,2.0909278,0.0001122, 16.0224809, 4.0966255
139.2594559,89633.6375089,43162.1519280,2.0945156,0.0070670, 16.2759124, -8.5212624
140.2577733,89633.1350863,43163.0146035,2.1031046,0.0101991, 15.7441756, -10.2702390
141.2245425,89632.6401937,43163.8450998,2.1126877,0.0095447, 15.0784015, -10.2042769
142.1658385,89632.1509978,43164.6492923,2.1214809,0.0090854, 14.3864212, -10.1872006
143.0858576,89631.6662308,43165.4312360,2.1315621,0.0128657, 13.6606792, -11.1626235
143.9882917,89631.1817704,43166.1926068,2.1467042,0.0206959, 12.8183547, -10.5659739
144.8796524,89630.6893786,43166.9356238,2.1682731,0.0274430, 11.9665549, -8.9325605
145.7709988,89630.1789689,43167.6663634,2.1927622,0.0271055, 11.1959977, -6.3655288
146.6754893,89629.6431404,43168.3950545,2.2135089,0.0186953, 10.6127969, -3.6655452
147.6026187,89629.0811930,43169.1324717,2.2253558,0.0071373, 10.2619376, -0.4890478
148.5531217,89628.5000258,43169.8846024,2.2279717,-0.0014355, 10.2142156, -0.4890478
149.5181192,89627.9110466,43170.6490131,2.2256298,-0.0034405, 10.1662697, 0.1190962
150.4829215,89627.3247269,43171.4152198,2.2247342,0.0016089, 10.1779666, 0.3281012
151.4331551,89626.7460989,43172.1689661,2.2307897,0.0113904, 10.2101215, 0.2626496
152.3601369,89626.1738008,43172.8981919,2.2458404,0.0213466, 10.2357891, 3.8551655
153.2632249,89625.6024848,43173.5975958,2.2683958,0.0286045, 10.6053925, -4.2237180
154.1485028,89625.0250846,43174.2686592,2.2988388,0.0399747, 10.1997538, -7.3671222
155.0253968,89624.4301004,43174.9128151,2.3433274,0.0610189, 9.4506505, -4.4650440
155.9036246,89623.8005362,43175.5251328,2.3927979,0.0514793, 8.9662271, -2.9934367
156.7861907,89623.1406326,43176.1111790,2.4081265,-0.0166563, 8.6262430, -2.6039244
157.6599392,89622.4958779,43176.7008636,2.3498177,-0.1203986, 8.3192061, -4.1979874
158.5064499,89621.9336265,43177.3336777,2.2025496,-0.2307710, 7.7987966, -1.7239539
159.3269425,89621.5159598,43178.0399090,1.9831309,-0.2957815, 7.5747350, -0.2664572
160.1501042,89621.2797923,43178.8284647,1.7442503,-0.2745607, 7.5395096, -0.2664572
161.0062227,89621.2280628,43179.6830189,1.5398640,-0.2053172, 7.5041188, 2.8244510
161.8964330,89621.3335849,43180.5669530,1.3866692,-0.1456211, 7.8711696, 1.9852177
162.7934361,89621.5545887,43181.4363044,1.2698413,-0.1186443, 8.1192337, 0.9766863
163.6702095,89621.8586624,43182.2586613,1.1636289,-0.1235273, 8.2385353, 1.4400659
164.5283228,89622.2406353,43183.0270720,1.0538248,-0.1303851, 8.4113523, 2.7841475
165.3819637,89622.7033798,43183.7444076,0.9455838,-0.1234449, 8.7357787, 2.9258620
166.2292790,89623.2347820,43184.4043735,0.8445618,-0.1165670, 9.0642136, 2.1794046
167.0585614,89623.8154111,43184.9964707,0.7481851,-0.1171132, 9.3013234, 1.4729762
167.8610722,89624.4293993,43185.5132319,0.6516037,-0.1237940, 9.4582112, 1.2258968
168.6369023,89625.0688728,43185.9525335,0.5521515,-0.1314239, 9.5868249, 0.2990544
169.3944356,89625.7332456,43186.3164917,0.4505874,-0.1346570, 9.6179390, -2.0442994
170.1457142,89626.4253407,43186.6087652,0.3497602,-0.1319349, 9.4031938, -2.0885302
170.9009851,89627.1468338,43186.8321076,0.2521137,-0.1257658, 9.1786153, -1.9922258
171.6656833,89627.8955791,43186.9874908,0.1583771,-0.1192810, 8.9591478, -3.9608895
172.4410463,89628.6660171,43187.0747435,0.0680182,-0.1138709, 8.5060044, -0.3360035
173.2270569,89629.4518037,43187.0935060,-0.0198377,-0.1095097, 8.4664482, -0.3360035
174.0253469,89630.2485163,43187.0433463,-0.1060145,-0.1058556, 8.4267064, 0.2046691
174.8403987,89631.0546259,43186.9229441,-0.1912026,-0.1024213, 8.4509365, 4.9652266
175.6788229,89631.8704056,43186.7294017,-0.2754707,-0.0979232, 9.0188305, 4.9187220
176.5474349,89632.6958685,43186.4590357,-0.3573044,-0.0902768, 9.5481600, 3.6158302
177.4509488,89633.5292822,43186.1100958,-0.4330539,-0.0778344, 9.9192801, 0.2598809
178.3899131,89634.3671903,43185.6863460,-0.4975477,-0.0604996, 9.9454202, 4.8363529
179.3595604,89635.2057868,43185.1995484,-0.5454879,-0.0394397, 10.4199260, 4.7910554
180.3502839,89636.0427478,43184.6694264,-0.5725925,-0.0159733, 10.8695825, 1.4399711
181.3498612,89636.8785801,43184.1212119,-0.5759796,0.0090808, 11.0011371, -8.0474213
182.3465748,89637.7169383,43183.5821446,-0.5541082,0.0351816, 10.2442928, -6.5402531
183.3319107,89638.5637994,43183.0784453,-0.5067917,0.0614087, 9.5852758, -2.8685690
184.3019235,89639.4257416,43182.6334953,-0.4354580,0.0860121, 9.2814789, -1.1043517
185.2571328,89640.3078585,43182.2670329,-0.3434188,0.1065907, 9.1618369, -0.9515133
186.2013589,89641.2119767,43181.9947589,-0.2357792,0.1208704, 9.0574855, -0.4841342
187.1400717,89642.1357386,43181.8278889,-0.1188546,0.1275360, 9.0039269, -0.3764927
188.0787858,89643.0728197,43181.7725418,0.0006553,0.1265034, 8.9620552, -0.3764927
189.0218418,89644.0141770,43181.8291198,0.1163575,0.1186071, 8.9199869, 1.5929067
189.9716484,89644.9499224,43181.9919478,0.2225881,0.1051614, 9.0966444, 1.8653287
190.9283521,89645.8713172,43182.2494622,0.3146798,0.0876595, 9.2992493, 1.1704995
191.8900355,89646.7724963,43182.5851871,0.3891431,0.0675205, 9.4241605, 3.9281299
192.8536320,89647.6517120,43182.9795195,0.4436874,0.0458598, 9.8317630, 4.8468895
193.8164642,89648.5119740,43183.4119487,0.4770424,0.0234256, 10.3125211, 4.8014933
194.7777916,89649.3609437,43183.8629485,0.4887314,0.0008560, 10.7676327, 4.7565223
195.7394599,89650.2098429,43184.3148071,0.4790818,-0.0208404, 11.2002625, -6.4585389
196.7050003,89651.0710983,43184.7512786,0.4495741,-0.0400872, 10.6085404, -5.6267136
197.6772270,89651.9547294,43185.1567670,0.4031206,-0.0554280, 10.0647127, -5.0611689
198.6550928,89652.8642190,43185.5160025,0.3435622,-0.0668322, 9.5491237, -4.8863368
199.6310937,89653.7934333,43185.8145632,0.2741402,-0.0765752, 9.0234371, -5.9431624
200.5908231,89654.7263866,43186.0396824,0.1955360,-0.0891272, 8.3395105, -5.7390044
201.5161483,89655.6409354,43186.1804919,0.1046023,-0.1098470, 7.6210486, -1.9965704
202.3931009,89656.5166201,43186.2276309,-0.0041568,-0.1393944, 7.3546619, -1.6516172
203.2243794,89657.3461280,43186.1734037,-0.1320220,-0.1644619, 7.1267784, -0.3252600
204.0360366,89658.1415448,43186.0118500,-0.2736158,-0.1784790, 7.0810360, -9.5329343
204.8566944,89658.9135547,43185.7334978,-0.4276150,-0.1937239, 5.5761454, -0.1443979
205.6987761,89659.6496646,43185.3245433,-0.5974189,-0.2090210, 5.5502142, -0.1443979
206.5629250,89660.3186470,43184.7775371,-0.7815531,-0.2185873, 5.5241613, 5.1569546
207.4424658,89660.8817569,43184.1018898,-0.9742633,-0.2227994, 6.3890863, 5.1086543
208.3245723,89661.3035406,43183.3271573,-1.1702009,-0.2256098, 7.1433872, -2.5103702
209.1929734,89661.5610723,43182.4978215,-1.3662916,-0.2299225, 6.7832170, -1.6593330
210.0331482,89661.6488504,43181.6622446,-1.5615709,-0.2371310, 6.5342584, -0.1982829
210.8381736,89661.5761776,43180.8605062,-1.7581142,-0.2493574, 6.5038716, -0.1982829
211.6155838,89661.3555946,43180.1150467,-1.9583908,-0.2569939, 6.4733422, 5.1035743
212.3930458,89660.9914243,43179.4281500,-2.1489663,-0.2243619, 7.2181415, 3.9034038
213.2013475,89660.4924115,43178.7922743,-2.3045834,-0.1615067, 7.7395687, 0.6111624
214.0484067,89659.8853247,43178.2015502,-2.4171934,-0.1083581, 7.8180612, 3.7068710
214.9221531,89659.2051038,43177.6531596,-2.4960309,-0.0746266, 8.2782092, 4.4185473
215.8050844,89658.4829110,43177.1452175,-2.5528772,-0.0551142, 8.7953061, 3.3383395
216.6848578,89657.7395746,43176.6746304,-2.5964237,-0.0439804, 9.1666633, 2.4154000
217.5586772,89656.9837982,43176.2360389,-2.6319877,-0.0371244, 9.4262350, 3.2937922
218.4323682,89656.2143082,43175.8222503,-2.6622255,-0.0317255, 9.7690943, 4.4320610
219.3160578,89655.4246488,43175.4255825,-2.6877668,-0.0258750, 10.2122899, 4.8111366
220.2190293,89654.6086066,43175.0390173,-2.7077268,-0.0183985, 10.6725796, 4.7660752
221.1459853,89653.7643276,43174.6563419,-2.7200575,-0.0084740, 11.1097709, 3.9490981
222.0957059,89652.8962243,43174.2711591,-2.7216900,0.0047514, 11.4593921, -6.0598767
223.0617299,89652.0150109,43173.8753493,-2.7087145,0.0220442, 10.9183094, -8.8233541
224.0342519,89651.1365860,43173.4580141,-2.6772580,0.0429490, 10.0786712, -8.8801923
225.0032559,89650.2794314,43173.0060685,-2.6260007,0.0632664, 9.1562098, -6.8376105
225.9634133,89649.4589948,43172.5072840,-2.5586982,0.0769450, 8.3769928, -4.1918301
226.9160380,89648.6835823,43171.9539041,-2.4778886,0.0931019, 7.8611926, -4.1553060
227.8584472,89647.9676985,43171.3410049,-2.3756757,0.1257292, 7.3140734, -3.7659384
228.7789645,89647.3431846,43170.6647398,-2.2395768,0.1729651, 6.7801903, -5.2978539
229.6676607,89646.8493625,43169.9258753,-2.0638037,0.2241136, 5.9485616, -0.1643299
230.5258602,89646.5203743,43169.1332385,-1.8544128,0.2612880, 5.9208985, -0.1643299
231.3663565,89646.3769405,43168.3050714,-1.6293182,0.2695224, 5.8931055, 4.5238641
232.2046679,89646.4228110,43167.4680159,-1.4095443,0.2522023, 6.6157226, 4.7354941
233.0492711,89646.6456197,43166.6533314,-1.2078457,0.2256520, 7.2958711, 2.1522364
233.9000239,89647.0219697,43165.8903497,-1.0261587,0.2017014, 7.5848599, 2.4980708
234.7566774,89647.5269643,43165.1983702,-0.8628129,0.1779243, 7.9070521, 5.0069306
235.6283538,89648.1425886,43164.5812588,-0.7231154,0.1419703, 8.5162068, 4.9600354
236.5227381,89648.8484645,43164.0320207,-0.6152956,0.1010653, 9.0794483, 4.9135795
237.4319447,89649.6138772,43163.5413070,-0.5379285,0.0708366, 9.6049030, 4.8675586
238.3402812,89650.4085109,43163.1012701,-0.4811744,0.0548250, 10.0985141, 1.8933892
239.2359153,89651.2125218,43162.7066476,-0.4346988,0.0490178, 10.2841214, -1.3280930
240.1162387,89652.0189175,43162.3535253,-0.3924577,0.0466139, 10.1542849, -1.6061146
240.9867983,89652.8299517,43162.0371435,-0.3533865,0.0426906, 9.9950156, -1.5614249
241.8560091,89653.6508993,43161.7515346,-0.3179223,0.0386719, 9.8377064, -2.5420407
242.7290897,89654.4846968,43161.4925916,-0.2830420,0.0412841, 9.5760764, -3.4190396
243.6046422,89655.3296814,43161.2632595,-0.2401513,0.0571162, 9.2124744, -3.9461265
244.4754506,89656.1804133,43161.0773496,-0.1771542,0.0886095, 8.7741076, -4.8372635
245.3329905,89657.0297330,43160.9588976,-0.0829325,0.1323865, 8.2048565, -4.9564268
246.1735770,89657.8700317,43160.9369032,0.0478336,0.1784780, 7.5773529, -0.2666414
247.0028454,89658.6930505,43161.0385208,0.2115623,0.2129427, 7.5421153, -0.2666414
247.8360664,89659.4890925,43161.2846391,0.3966242,0.2252017, 7.5067123, 1.7476310
248.6954258,89660.2471551,43161.6894103,0.5871709,0.2121836, 7.7358035, -2.4451999
249.6071050,89660.9570062,43162.2614858,0.7657676,0.1766313, 7.4132937, -0.2552202
250.5970285,89661.6131048,43163.0027571,0.9152259,0.1271345, 7.3788190, -0.2552202
251.6816517,89662.2189314,43163.9024135,1.0226102,0.0757203, 7.3441825, 5.0471702
252.8559992,89662.7892703,43164.9289639,1.0821237,0.0299599, 8.0013576, 4.9998982
254.0876827,89663.3482696,43166.0264902,1.0932745,-0.0104250, 8.6030213, 4.9530689
255.3233361,89663.9231846,43167.1202507,1.0569362,-0.0506028, 9.1601670, -6.7439060
256.5058162,89664.5363291,43168.1313456,0.9731799,-0.0964849, 8.3924800, -9.4218818
257.5939584,89665.1988914,43168.9945169,0.8426274,-0.1498757, 7.1838667, -0.2396675
258.5749378,89665.9092128,43169.6710996,0.6712182,-0.2024723, 7.1504589, -0.2396675
259.4626860,89666.6557004,43170.1515713,0.4740556,-0.2382336, 7.1168944, 1.5790135
260.2841617,89667.4220897,43170.4473243,0.2698978,-0.2521798, 7.3352027, 4.1938216
261.0646146,89668.1917743,43170.5765233,0.0682058,-0.2588319, 7.8857363, 0.6592288
261.8226992,89668.9494511,43170.5516610,-0.1345819,-0.2703441, 7.9688165, -0.2976658
262.5756730,89669.6813671,43170.3748319,-0.3432408,-0.2753658, 7.9314105, 2.3563817
263.3468746,89670.3768272,43170.0415347,-0.5489849,-0.2491656, 8.2228668, 3.2558456
264.1661471,89671.0314813,43169.5489543,-0.7294880,-0.1889462, 8.6093562, -0.2668779
265.0598071,89671.6496752,43168.9036137,-0.8658624,-0.1205708, 8.5783313, 0.6577601
266.0381546,89672.2425846,43168.1253963,-0.9549118,-0.0668760, 8.6545961, 4.9488967
267.0901598,89672.8218961,43167.2472658,-1.0053126,-0.0322815, 9.2081692, 4.9025451
268.1859760,89673.3932666,43166.3121996,-1.0272480,-0.0090426, 9.7255392, 4.8566276
269.2819696,89673.9554339,43165.3713649,-1.0254401,0.0129093, 10.2122524, 1.8172215
270.3296630,89674.5052191,43164.4795142,-1.0042430,0.0290275, 10.3885068, 0.4825487
